aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,Class,Ph,Turbidity
0.06,19.84,0.04,1.33,0.01,0.21,0.02,0.1,0.34,0,0.003,0.146,7.96,0.44,0.006,0.44,0.23,0.09,0.01,0.05,1,7.757269666,3.634844542
0.04,8.92,0.09,2.73,0.08,0.01,0.04,0.09,0.68,0,0.63,0.162,11.4,0.19,0.005,4.21,2.94,0.09,0.01,0.06,0,7.748654706,3.663252222
0.07,22.11,0.05,0.41,0.01,0.02,0.07,0,0.51,0,0.86,0.048,1.79,0.12,0.005,2.37,1.81,0.07,0.05,0.07,0,5.117390303,3.731936503
0.06,0.76,0,0.13,0,0.17,0.04,0.05,1.2,0,0.003,0.082,18.91,0.39,0.008,4.46,0.31,0.02,0.06,0.08,0,7.481535362,4.165432286
0,27.4,0.04,0.39,0.05,0.03,0,0.04,1.04,0,0.001,0.079,15.05,0.44,0.005,3.7,0.24,0.01,0.01,0.03,0,5.374222585,2.511810493
0.04,13.57,0,0.86,0.06,0.17,0.09,0.06,0.36,0,0.008,0.071,18.7,0.6,0.004,8.64,1.55,0.04,0.07,0.02,0,7.063646976,3.937188442
0.05,0.54,0.1,0.62,0.06,0.04,0,0.06,1.42,0,0.002,0.103,16.16,0.83,0.006,1.11,0.81,0.07,0.08,0,0,6.876451043,4.262065437
0.02,28.67,0.1,1,0.1,0.03,0.04,0.04,1.04,0.08,0.007,0.141,6.48,0.67,0.006,3.39,0.63,0.05,0.02,0.08,0,4.812433652,3.642778438
0.05,10.63,0.02,1.07,0.06,0.49,0.02,0.1,0.52,0,0.002,0.131,8.21,0.25,0.005,2.57,0.36,0.06,0.04,0.05,1,4.993530734,3.39586624
0.05,8.68,0.03,0.4,0.08,0.1,0.03,0.05,0.14,0,0.004,0.069,8.43,0.15,0.007,2.63,1.03,0.08,0.05,0.09,0,4.788861062,4.545340927
0.07,0.23,0.05,0.46,0.05,0.52,0.08,0.01,0.89,0,0.67,0.136,14.27,0.82,0.006,0.44,3.25,0.09,0.04,0.01,0,4.037287739,3.0209959
0.08,22.42,0.02,2.12,0.01,0.04,0.04,0.1,1.33,0.05,0.001,0.166,11.59,0.03,0.006,3.62,0.06,0.07,0.06,0.08,0,6.505872509,3.153809337
0.07,19.82,0.08,0.57,0.1,0.55,0.03,0.03,1.2,0,0.77,0.112,10.09,0.93,0.001,1.14,0.63,0.01,0.01,0.06,0,6.779773967,2.896852186
0.08,18.05,0.07,0.31,0.02,0.43,0.07,0.1,0.59,0,0.007,0.169,5.03,0.09,0.004,7.52,1.15,0.07,0.05,0.01,0,6.952511674,3.04504857
0.09,9.55,0.07,0.86,0.04,0.29,0.06,0.06,0.66,0.06,0.008,0.101,7.22,0.96,0.009,0.27,2.26,0.04,0.01,0.01,0,5.628406919,4.497528597
0.08,8.42,0.09,0.4,0.04,0.01,0.02,0.04,0.9,0,0.58,0.093,10.16,0.22,0.003,0.24,3.4,0.05,0.1,0.05,0,5.966000489,2.729104523
0.08,2.89,0.08,0.19,0.07,0.15,0.04,0.07,0.75,0,0.79,0.025,15.92,0.71,0.002,6.51,3.1,0.07,0.02,0.03,0,6.319431545,4.105495485
0.01,20.68,0.01,0.8,0.07,0.1,0.1,0.07,0.1,0,0.84,0.139,15.88,0.44,0.001,5.39,3.22,0.08,0.07,0.07,0,8.02724787,5.050683115
0.1,2.53,0.04,0.78,0.03,0.01,0.06,0.17,0.15,0,0.007,0.184,2.67,0.85,0.001,0.92,0.82,0,0.08,0.05,0,8.882684452,4.177139266
0.1,11.8,0.07,0.59,0.03,0.38,0.03,0.05,1.01,0,0,0.015,9.11,0.74,0.008,0.04,3.21,0.01,0.02,0,1,5.991283475,2.653126688
0.05,2.13,0.1,1.89,0.02,0.02,0.09,0.1,0.83,0,0.77,0.09,11.38,0.05,0.004,6.68,1.41,0.09,0.07,0.08,0,10.27244427,3.480640837
0.05,29.12,0.04,0.35,0.08,0.1,0.04,0.04,0.03,0,0.98,0.068,10.9,0.87,0.005,0.39,0.73,0.05,0.07,0.02,0,,3.827920867
0.05,13.13,0.03,0.59,0.09,0.3,0.1,0.08,1.47,0.05,0.008,0.123,5.54,0.57,0.009,2.83,2.88,0.03,0.01,0.05,0,6.105140135,4.840562301
0.02,2.87,0.03,0.15,0.06,0.47,0.03,0.06,1.28,0,0.008,0.177,16.44,0.58,0.003,1.5,1.77,0.01,0,0.08,0,9.443358884,3.179884727
0.05,3.41,0.02,0.84,0.06,0.29,0.04,0.07,0.45,0,0.002,0.149,18.77,0.76,0.004,3.72,2.72,0.1,0.02,0.03,0,6.887414371,4.728123985
0.02,20.91,0.08,0.95,0.06,0.26,0.05,0.09,0.52,0,0.74,0.062,6.69,0.97,0.004,9.04,0.91,0,0,0.02,0,6.512900833,3.103089844
0.08,19.85,0.07,0.91,0.07,0.16,0.01,0.09,0.02,0,0.76,0.121,7.47,0.73,0.008,2.06,1.25,0.07,0.03,0.09,0,5.772718095,3.486646409
0.1,11.43,0.02,1.24,0.02,0.14,0.02,0.07,0.14,0.06,0.004,0.086,14.33,0.46,0,1.76,1.3,0.01,0.01,0.06,0,4.912557262,4.564188355
0.03,21.79,0.09,0.42,0.06,0.33,0.01,0.02,0.2,0,0.51,0.105,5.88,0.17,0.002,5.92,0.21,0.04,0.05,0.05,0,9.739561949,4.404040365
0.06,7.74,0.02,0.55,0.07,0.09,0.03,0.04,0.32,0,0.65,0.168,2.43,0.92,0.003,0.09,0.61,0.09,0.02,0.01,0,5.541979019,6.494249467
0.09,10.56,0.06,0.92,0.04,0.05,0.07,0.1,1.09,0,0.72,0.137,13.82,0.7,0.001,0.21,0.02,0.09,0.01,0.03,0,,4.897372508
0.06,7.83,0.06,0.36,0.09,0.07,0,0.04,0.36,0,0.006,0.189,16.25,0.18,0.01,0.22,1.15,0.01,0.06,0.05,0,,2.568079877
0.01,13.01,0.04,2.16,0.07,0.34,0.09,0.07,0.61,0,0.52,0.095,13.32,0.93,0.005,2.45,1.41,0.01,0.08,0.02,0,6.448931033,3.672975983
0.04,27.56,0.06,0.51,0.03,0.13,0.01,0.04,1.13,0.05,0.004,0.053,12.29,0.84,0.006,0.62,0.42,0.08,0.09,0.04,0,5.477912295,3.601735481
0,18.86,0.01,0.62,0.05,0.1,0.04,0.04,0.26,0.07,0.008,0.113,1.51,0.86,0.01,6.4,0.83,0.09,0.03,0.04,0,8.544708662,3.451740047
0.05,18.85,0.04,0.73,0.04,0.06,0,0.08,0.13,0,0.79,0.132,9.4,0.4,0.006,0.21,4.66,0,0.02,0.06,0,7.378597016,3.622195522
0.05,7.62,0.02,0.15,0.03,0.14,0.09,0.1,0.32,0,0.53,0.175,0.8,0.67,0.007,0.21,0.84,0.01,0.03,0.02,0,6.66400305,3.774256121
0.07,15.75,0.07,1.22,0.06,0.09,0,0.08,1.14,0,0.004,0.045,8.62,0.4,0.01,8.02,3.09,0.02,0.09,0.04,1,6.775582812,2.31815248
0.07,14,0.01,0.49,0.05,0.3,0.08,0.07,0.52,0,0.007,0.146,7.72,0.27,0.003,4.12,1.05,0.07,0.01,0.01,1,8.736371211,3.215219463
0.05,27.36,0.05,2.54,0.01,0.29,0.1,0.1,0.22,0,0.008,0.085,3.29,0.71,0.008,1.49,0.55,0.09,0.03,0.03,0,7.146976296,2.227727884
0.09,17.87,0.01,0.4,0.05,0,0.06,0.08,1.21,0,0.83,0.105,8.23,0.51,0.003,5.76,5.58,0.04,0.03,0.05,0,,4.333636278
0.1,13.98,0.07,2.57,0.02,0.04,0.06,0.07,0.5,0.1,0.008,0.036,2.08,0.71,0.008,6.89,0.39,0.01,0.05,0.02,0,5.040331692,3.802116117
0.1,9,0.04,0.32,0.02,0.37,0.08,0.04,0.28,0,0.53,0.182,18.6,0.19,0.009,0.08,0.83,0.08,0.06,0.09,0,,4.025762216
0.06,27.63,0.03,0.48,0.01,0.2,0.05,0.08,0.43,0,0.007,0.033,5.85,0.55,0.001,6.18,1.7,0.01,0,0.05,1,7.745499128,5.652222113
0,25.93,0.03,0.82,0.08,0.08,0.03,0.07,0.3,0,0.004,0.162,2.31,0.31,0.008,0.24,0.81,0.01,0.08,0,0,6.259651603,3.603325615
0.05,9.68,0.04,0.45,0.02,0.23,0.01,0.09,0.32,0,0.002,0.11,3.55,0.64,0,0.23,3.78,0.01,0.07,0.02,1,8.59639118,4.003819012
0.04,21.87,0.05,0.46,0.01,0.01,0.01,0.02,0.58,0,0.96,0.191,9.99,0.23,0.008,7.33,2.49,0.02,0.06,0.08,0,5.767349597,4.043334781
0.05,8.52,0.03,1.9,0.08,0.04,0.03,0.09,0.68,0,0.006,0.127,15.08,0.6,0.006,0.65,1.99,0,0.05,0.01,0,7.088940642,4.213405262
0.06,15.61,0.01,1.54,0.03,0.08,0.08,0.04,0.86,0,0.64,0.032,10.07,0.41,0.006,1.67,4.72,0.03,0.1,0.06,0,8.029181613,3.519884366
0.04,14.64,0.05,0.14,0.02,0.04,0.02,0.07,0.01,0,0.76,0.052,14.91,0.2,0.009,0.79,0.85,0.01,0.06,0.05,0,,3.896090487
0.01,16.73,0.05,0.39,0.07,0.02,0.06,0,1.09,0,0.57,0.101,10.34,0.6,0.001,0.42,0.68,0.04,0.08,0.01,0,4.725785565,5.661104287
0.03,21.03,0,1.54,0,0,0.08,0.1,1.16,0,0.79,0.049,16.88,0.03,0.006,4.83,0.78,0.07,0.06,0,0,8.19576536,4.388551012
0.06,13.12,0.06,0.47,0.02,0.03,0.07,0.04,0.69,0,0.82,0.053,1.08,0.49,0.005,0.03,4.26,0.05,0.08,0.07,0,6.443753668,4.120931424
0.03,2.01,0.01,0.62,0.09,0.08,0.04,0.08,1.29,0,0.86,0.047,7.52,0.12,0.002,8.21,2.23,0.04,0.04,0.02,0,7.039094321,3.15633142
0.06,22.14,0.04,0.38,0.05,0.26,0.04,0.04,0.66,0,0.58,0.071,13.52,0.08,0.008,7.06,0.51,0.05,0.04,0.06,0,7.543931305,3.218709224
0.01,3.17,0.08,0.91,0.02,0.02,0,0.02,0.86,0,0.87,0.019,16.16,0.62,0.007,6.1,0.02,0.01,0.02,0.08,0,,4.498684931
0.02,13.45,0.02,0.46,0.02,0.13,0.08,0.06,1.25,0,0.7,0.129,15.72,0.64,0.003,1.41,1.16,0.03,0.09,0.07,0,7.340170884,4.366031351
0,18.77,0.05,0.73,0.05,0.04,0.05,0.03,0.69,0,0.55,0.153,5.91,0.45,0.007,8.79,0.49,0.01,0,0.08,0,10.01518906,3.703191306
0,22.71,0.08,0.09,0.03,0.01,0.06,0.04,0.62,0,0.006,0.137,14.86,0.37,0.004,1.3,0.04,0.01,0.02,0.05,0,,3.56139783
0.04,12.29,0.01,0.48,0,0.24,0.09,0.03,0.68,0,0.006,0.053,17.71,0.27,0.008,6.73,2.5,0.1,0.05,0.04,0,7.846463341,3.919139533
0.1,10.13,0.04,0.35,0.02,0.36,0.09,0.03,1.48,0,0.75,0.147,8.25,0.8,0.007,2.32,0.15,0.02,0.1,0.02,0,,3.846547549
0.06,8.59,0.06,0.58,0.09,0.18,0.07,0.02,0.76,0,0.51,0.086,10.31,0.67,0,2.41,3.57,0.02,0.05,0.08,0,6.334162776,2.72365054
0.1,28.95,0.05,1.75,0.07,0.09,0.07,0.07,1.42,0,1,0.082,11.3,0.71,0.006,2.85,0.66,0,0.03,0.05,0,9.616095703,3.885623898
0.06,17.5,0.06,0.42,0.02,0.37,0.06,0.02,0.97,0,0.006,0.12,8.9,0.18,0.003,0.11,0.15,0.01,0.03,0.07,0,,2.000757032
0.01,19.56,0.05,0.51,0.01,0.1,0.1,0.03,0.73,0,0,0.003,14.01,0.87,0.005,1.38,1.7,0.03,0.03,0.02,0,8.892998479,4.038829793
0.07,11.46,0.03,1.14,0.08,0.06,0.09,0.05,1.49,0,0.58,0.16,6.03,0.86,0,7.68,1.25,0,0.02,0,0,,2.946643668
0.02,26.05,0.01,0.97,0.01,0.61,0.06,0.1,0.08,0,0.51,0.025,13.73,0.85,0.002,0.68,2.5,0.08,0.06,0.06,0,8.1414299,2.475284464
0.07,5.7,0.04,0.91,0,0.2,0.06,0.02,1.21,0,0.001,0.015,1.72,0.89,0.001,0.02,0.66,0.09,0,0.01,1,8.165714933,3.619132805
0.1,9.19,0.03,0.71,0.08,0.09,0.08,0.07,0.87,0,0.67,0.18,11.22,0.26,0.003,5.61,0.05,0.07,0.04,0.01,0,4.931958445,3.957011709
0.1,11.91,0.05,0.69,0.1,0.23,0.07,0.07,1.29,0,0.82,0.072,12.75,0.43,0.006,2.69,0.85,0.02,0.05,0.04,0,8.977821883,4.350921901
0.08,0.08,0.07,0.39,0.01,0.57,0.06,0.08,0.89,0.09,0.005,0.184,10.2,0.25,0.001,1.58,0.74,0,0.04,0.08,0,7.372611796,3.92011648
0.07,14.72,0.08,2.61,0.02,0.01,0.09,0.08,0.73,0,0.53,0.132,4.13,0.13,0.007,3.2,0.21,0.05,0.03,0.05,0,9.107330383,5.045982883
0.03,15.84,0.02,1.31,0.06,0.19,0.02,0.06,1.21,0,0.65,0.042,10.34,0.45,0.005,1.06,0.29,0.06,0.02,0.05,0,4.168248461,3.199999614
0.04,10.13,0.02,0.8,0.01,0.2,0.09,0.03,1.18,0,0.75,0.092,7.08,0.83,0.002,2.26,2.78,0.07,0.04,0.07,0,7.806909023,3.182521119
0.02,1.95,0.02,0.13,0.08,0.05,0.04,0.09,0.26,0,0.009,0.023,10.78,0.28,0.003,2.27,3.3,0.06,0.01,0.04,0,6.704635426,4.492139949
0.02,18.79,0.1,0.16,0.03,0.12,0.02,0.09,1.01,0,0.008,0.045,2.09,0.97,0.005,6.17,0.47,0.01,0.06,0.01,0,3.623165848,2.804525051
0.04,18.31,0.08,0.58,0.04,0.17,0.07,0.09,0.5,0,0.7,0.136,18.77,0.38,0.001,3.56,2.67,0.02,0.05,0.02,0,7.966856824,5.127910988
0.03,9.19,0.03,0.15,0.01,0.04,0.08,0.1,0.29,0,0.78,0.185,12.75,0.48,0.006,3.05,0.76,0.03,0.06,0.04,0,4.595607756,3.42217862
0.06,4.72,0.09,0.79,0.07,0.43,0.07,0.04,0.42,0,0.75,0.07,12.32,0.36,0.005,0.78,0.98,0,0.02,0.03,0,,5.370205549
0.03,16.08,0.05,0.8,0.01,0.45,0,0.1,0.25,0.02,0,0.083,6.22,0.29,0.009,4.46,0.22,0.02,0.01,0,0,3.994497606,5.115430914
0.01,1.91,0.01,0.27,0.1,0.01,0.07,0.02,0.76,0,0.57,0.155,7.89,0.98,0.002,11.09,0.88,0.1,0.09,0.08,0,8.907987118,3.978919807
0.09,4.63,0.09,0.62,0.05,0.02,0.04,0.08,0.89,0,0.55,0.164,8.49,0.58,0.001,8.76,0.85,0.08,0.04,0.09,0,5.898726325,4.058942266
0.06,21.58,0.04,0.02,0.08,0.15,0.09,0.04,0.66,0.09,0.008,0.17,16.17,0.95,0.006,2.8,0.79,0.02,0.06,0.02,0,9.514626622,3.379147351
0.09,28.88,0.05,0.04,0.03,0.2,0.09,0.07,1.06,0,0.82,0.12,6.63,0.54,0.001,0.14,1.37,0.04,0.1,0.04,0,8.842463656,4.641258532
0.02,25.05,0.09,0.7,0.09,0.02,0.09,0.05,0.16,0,0.003,0.043,6.83,0.23,0.008,0.4,4.42,0.02,0.05,0.05,1,7.721078494,4.899815187
0.05,18.97,0.02,0.62,0.09,0.05,0.07,0.07,0.04,0,0.76,0.198,10.69,0.91,0.006,1.88,3.29,0.06,0.08,0.02,0,9.089421098,2.64503637
0.02,22.65,0.08,2.47,0.01,0.19,0.04,0.09,1.27,0.08,0.008,0.194,13.32,0.48,0.005,1.78,2.65,0.08,0.08,0.07,0,1.757037115,4.576728706
0.07,23.39,0.09,0.34,0.03,0.29,0.08,0.09,0.43,0.04,0.003,0.089,14.77,0.29,0.005,0.46,3.2,0.03,0.06,0.03,0,7.725192099,3.22395109
0.08,22.89,0.03,0.94,0.02,0.38,0.08,0.09,1.38,0,0.003,0.191,18.27,0.9,0.009,4.37,1.61,0.05,0.06,0.02,0,6.729191489,4.430116016
0.09,17.02,0.04,0.79,0,0.02,0.07,0.06,0.5,0,0.005,0.044,2.71,0.92,0.001,0.05,6.31,0.04,0.08,0.03,0,5.085429353,2.96755413
0,9.63,0.05,0.6,0.01,0.08,0.1,0.01,1.27,0,0.61,0.087,16.37,0.07,0.009,8.82,1.23,0.09,0.06,0.05,0,9.545270521,4.163325537
0.05,0.45,0.09,1.21,0.03,0.15,0.1,0.07,1.12,0.1,0.001,0.108,9.36,0.61,0.009,3.87,2.8,0.02,0.04,0.07,0,,5.112254251
0.1,25.83,0.07,0.71,0.01,0.07,0.08,0.04,1.29,0,0.62,0.122,12.41,0.28,0.007,4.78,0.46,0.04,0.06,0.08,0,6.246264054,3.96173067
0.02,20.87,0.06,0.56,0,0.36,0.07,0.01,1.43,0,0.71,0.061,17.79,0.06,0.004,0.2,1.61,0.05,0.06,0.03,0,7.376449105,4.983903465
0.05,1.09,0.05,0.06,0,0.41,0,0.02,0.52,0,0.003,0.088,0.86,0.61,0.007,6.57,2.26,0.01,0.1,0.01,0,7.802426084,3.693510936
0.08,12.65,0.05,0.8,0.02,0.02,0.09,0.03,0.53,0,0.96,0.158,11.57,0.77,0.002,2.03,0.81,0.03,0.03,0.03,0,8.596767212,5.044454778
0.04,18.61,0.08,0.06,0.02,0.09,0.02,0.08,0.74,0,0.5,0.074,18.64,0.48,0.008,0.8,2.38,0.05,0.08,0.04,0,6.436444496,5.767354666
0.1,26.8,0.04,0.82,0.02,0.07,0.1,0.05,0.93,0,0.5,0.07,15.93,0.93,0.002,1.01,1.82,0.06,0.02,0.02,0,7.333477726,4.363529881
0.06,9.41,0.07,0.77,0.07,0.06,0.02,0.09,0.01,0,0.5,0.148,10.33,0.07,0.007,2.58,0.77,0.06,0.01,0.02,0,6.144759038,3.238692933
0.07,16.47,0.02,0.5,0.03,0.41,0.02,0.08,0.92,0,0.006,0.172,6.13,0.21,0.004,4.15,3.61,0.08,0.01,0.01,0,4.725997721,3.415851385
0.07,10.74,0.09,0.42,0.05,0.05,0.09,0.07,0.32,0,0.006,0.041,18.58,0.36,0.009,0.53,5,0.06,0.07,0.08,0,5.393345914,4.772662701
0.02,10.6,0.07,2.46,0.01,0.07,0.04,0.09,1.39,0.07,0.006,0.176,3.45,0.46,0.008,5.69,0.12,0.03,0.04,0.05,0,5.624819996,3.082080496
0.07,5.49,0.08,0.75,0.09,0.08,0.03,0.04,1.33,0,0.59,0.136,11.06,0.48,0.008,7.36,0.89,0.01,0.05,0.01,0,5.768868031,3.644606541
0.06,3.62,0.01,0.18,0.09,0.02,0.05,0.05,0.07,0,0.79,0.164,0.65,0.66,0.01,7.29,0.78,0.06,0.03,0.04,0,,4.633854752
0.02,15.58,0.06,0.81,0.04,0.01,0.05,0.02,0.61,0,1,0.038,11.26,0.61,0.006,1.52,2.91,0.02,0.09,0.08,0,5.251353815,4.355489162
0.04,14.69,0.05,0.52,0.02,0.09,0.06,0.01,0.24,0,0.005,0.005,16.78,0.38,0.002,2.08,0.05,0.04,0.04,0.03,0,7.688785916,3.092626379
0.04,27.41,0.06,0.47,0.09,0.04,0.09,0.08,0.98,0,0.004,0.181,5.92,0.77,0.008,0.26,1.1,0.07,0.02,0.01,0,3.681076271,2.775635434
0.09,28.72,0,0.52,0.04,0,0.06,0.02,0.36,0,0.78,0.159,13.48,0.7,0.008,0.37,1.98,0.07,0.06,0.07,0,4.897691707,4.072252323
0,0.94,0,0.32,0.04,0.18,0.06,0.07,0.48,0,0.001,0.05,17.88,0.43,0,4.51,5.38,0.09,0.08,0,0,5.842754601,3.918673156
0.07,8.71,0.05,0.03,0.01,0.07,0.02,0.1,1.06,0,0.008,0.103,3.7,0.43,0.007,2.74,1.61,0.01,0.08,0.07,1,8,3.893070403
0.09,14.22,0.06,0.69,0.08,0.08,0.1,0.05,0.37,0,0.98,0.156,10.15,0.19,0.008,3.01,2.31,0.05,0.1,0,0,5.038316783,3.894464333
0.08,5.02,0.05,1.52,0.04,0.25,0.01,0.05,1.39,0,0.87,0.047,2.77,0.98,0.001,1.63,1.7,0.09,0.04,0.08,0,9.961247709,4.490392564
0.03,22.38,0.05,0.6,0.08,0.02,0.09,0.08,0.85,0,0.004,0.034,3.82,0.66,0.007,2.17,1.91,0.09,0.05,0.02,1,7.417502637,4.41481891
0.09,25.88,0.01,2.13,0.09,0.08,0.05,0.02,0.09,0,0.83,0.138,10.49,0.21,0.009,11.38,1.1,0.09,0.01,0.05,0,,3.913695776
0.08,20.22,0.04,0.38,0.02,0.02,0.05,0.09,0.59,0.07,0.008,0.159,18.25,0.55,0.008,0.18,1.2,0.01,0.02,0.09,0,5.099932005,3.246583097
0.09,17.48,0.02,0.06,0.09,0.1,0.03,0.07,1.4,0,0.003,0.102,8.47,0.44,0.002,4.08,0.03,0.01,0.09,0.04,0,3.633162829,3.391240667
0.08,16.01,0.02,0.72,0,0.03,0.05,0.01,1.16,0,0.51,0.044,5.17,0.48,0.006,0.31,2.06,0.04,0.09,0.08,0,8.860450854,4.441979836
0.01,12.13,0.05,0.01,0.08,0.24,0.01,0.08,1.46,0,0.004,0.113,9.8,0.27,0.006,0.85,2.34,0.09,0.08,0.07,0,10.13793229,5.159301249
0.09,23.35,0.1,0.03,0.08,0.4,0.06,0.02,1.03,0,0.009,0.137,10.15,0.19,0.002,2.22,0.33,0.06,0.07,0.02,0,9.90081484,3.349571655
0.06,18.62,0.04,0.36,0.03,0.26,0.04,0.03,0.65,0.09,0.006,0.034,10.99,0.33,0.008,6.14,2.87,0.06,0.09,0.02,0,10.2684305,4.677713327
0.1,27.14,0.04,0.06,0.04,0.14,0.08,0.09,0.22,0,0.69,0.064,12.59,0.08,0.004,0.29,1.99,0.03,0.01,0.07,0,0.22749905,3.872018159
0.03,13.73,0.01,0.07,0.08,0.16,0.08,0.04,0.28,0,0.52,0.197,8.05,0.04,0.006,2.53,0.13,0.06,0.09,0.08,0,6.017260924,2.39500211
0.1,3.91,0.02,0.91,0.07,0.38,0.01,0.06,0.44,0,0.68,0.157,15.47,0.21,0.002,3.75,1.69,0.04,0.1,0.04,0,7.110845138,4.304689262
0.02,3.9,0.03,0.23,0.05,0.06,0.08,0.07,0.7,0.01,0,0.008,6.74,0.61,0.006,0.17,3.07,0.06,0.04,0.08,1,6.350290472,3.545741438
0.07,1.03,0.04,2.57,0.05,0.2,0.09,0.08,0.79,0,0.73,0.059,4.83,0.98,0.006,3.62,3.31,0.06,0.06,0.05,0,8.12934172,4.427712282
0.03,8.26,0.07,0.99,0.06,0.05,0.02,0,0.82,0,0.005,0.037,13.27,0.67,0,2.22,0.76,0,0.08,0.01,0,10.25281623,5.712792127
0.05,16.94,0.05,0.77,0.08,0.7,0.01,0.09,1.44,0,0.003,0.092,7.26,0.89,0.009,7.39,0.08,0.02,0.08,0.07,1,5.462355935,4.265233067
0.01,5.41,0.06,0.93,0.07,0.54,0.05,0.04,1.5,0,0.79,0.118,11.34,0.26,0.002,4.09,0.21,0.01,0.03,0.06,0,9.239440361,4.822043564
0.02,18.79,0.08,0.22,0.05,0.03,0.06,0.07,1.39,0,0.8,0.116,3.11,0.44,0.001,1.09,4.86,0.06,0.02,0.08,0,7.071314192,4.559836219
0.06,17.75,0.01,1.49,0.07,0.3,0.05,0,1.44,0.07,0.005,0.06,9.95,0.06,0.006,0.22,0.27,0.1,0.05,0.08,1,7.115895266,4.486180492
0.01,21.01,0.02,0.33,0.05,0.08,0.03,0,1.19,0,0.7,0.157,10.87,0.41,0,5.44,3.63,0.04,0,0.02,0,8.238996597,3.471971127
0.04,15.42,0.02,1.5,0,0.01,0.05,0.05,0.78,0,0.61,0.038,6.97,0.98,0.009,5.28,2.5,0.09,0.06,0.03,0,6.446252032,4.29372656
0.07,1.62,0,0.04,0.05,0.19,0.05,0.1,1.19,0,0.001,0.194,0.6,0.43,0.009,8.12,4.23,0.08,0.02,0.02,0,6.161779499,3.736020547
0.06,5.58,0.09,0.86,0.01,0.01,0.04,0.04,1.34,0,0.003,0.095,1.9,0.17,0.001,0.84,1.42,0.01,0.02,0.07,1,6.772156538,3.089923749
0.07,1.14,0.07,0.65,0.05,0.06,0.1,0,0.96,0,0.004,0.062,14.69,0.53,0.003,0.81,0.13,0.03,0.06,0.04,0,7.06184552,4.976957858
0.07,24.72,0,0.12,0.01,0.04,0.09,0.07,1,0,0.67,0.182,11.69,0.2,0.004,0.13,0.39,0.07,0.09,0,0,4.638250259,4.003547029
0.06,7.61,0.04,1.52,0.06,0.18,0.02,0.02,0.74,0.05,0.003,0.075,4.26,0.12,0.003,2.55,6.94,0.05,0.04,0,0,7.678966889,3.827255961
0.06,25.81,0,0.96,0.04,0.02,0.06,0.07,1.43,0,0.92,0.04,4.18,0.02,0.007,7.46,0.19,0.01,0.03,0.01,0,8.137713063,3.958248504
0.04,19.53,0.05,0.66,0.09,0.07,0.06,0.1,0.59,0,0.007,0.024,3.34,0.13,0.002,7.1,4.77,0.06,0.04,0.09,0,7.481397772,4.124537825
0.04,9.82,0.07,0.31,0.07,0.02,0.08,0.1,1.33,0,0.006,0.164,2.65,0.91,0,1.12,0.09,0.01,0.05,0.01,0,8.082148076,3.718981559
0.07,27.72,0.07,0.17,0.05,0.2,0.09,0.07,1.04,0,1,0.105,4.38,0.68,0.009,0.41,0.27,0.06,0.03,0.03,0,,2.743866752
0,19.2,0.06,1.49,0.01,0.37,0.05,0.08,0.8,0,0.004,0.124,12.77,0.88,0.01,11.89,0.26,0.01,0,0.04,0,7.702183099,4.03997629
0.02,9.69,0.07,1.31,0.01,0.09,0.1,0.05,1.43,0,0.58,0.144,1.6,0.62,0.009,0.83,0.2,0.05,0.01,0.01,0,6.750761186,3.373484514
0.07,1.72,0.08,0.9,0.08,0.15,0.04,0.06,1,0,0.005,0.152,16.52,0.56,0.006,6.81,0.55,0.07,0.1,0.06,0,,4.290393224
0.05,27.69,0.03,0.48,0.01,0,0.08,0.08,1.41,0,0.74,0.119,11.67,0.84,0.009,0.09,2.73,0.06,0.08,0.01,0,6.323942073,4.382159162
0.04,20.99,0.05,0.62,0.1,0.09,0,0.05,0.19,0,0.72,0.089,0.16,0.79,0.004,0.27,3.49,0.01,0.01,0.03,0,5.403883692,2.777726265
0.09,8.29,0.09,0.58,0.08,0.21,0.02,0.07,1.04,0.08,0.001,0.064,13.72,0.07,0.007,0.19,0.23,0,0.05,0.08,0,5.699873488,4.649365028
0.08,19.57,0,2,0.04,0.33,0.09,0.09,1.19,0,0.001,0.079,8.12,0.99,0.008,1.13,6.2,0.03,0.09,0,0,7.694264582,3.575010576
0.01,8.19,0.01,0.45,0.01,0.28,0.09,0.08,0.4,0.02,0.002,0.125,7.1,0.31,0.008,4.27,3.17,0.01,0.03,0.04,0,8.581428694,3.189942299
0.06,2.3,0.05,0.89,0.05,0.19,0.07,0.07,1.45,0,0.58,0.067,12.79,0.36,0.007,12.86,0.18,0.04,0.05,0.01,0,9.888941401,2.416402098
0.01,22.12,0.03,0.68,0.09,0.05,0.05,0.08,1.23,0,0.56,0.049,18.67,0.18,0.007,0.91,0.2,0.06,0.05,0,0,3.426450368,5.707192759
0.04,18.46,0.09,1.13,0.01,0.07,0,0.08,1.43,0,0.003,0.08,17.54,0.46,0.005,5.66,1.82,0.02,0.09,0.06,0,8.370440489,3.388448222
0.09,18.81,0.03,0.47,0.04,0.05,0.06,0.06,0.82,0,0.7,0.122,2.16,0.23,0.007,1.45,0.66,0.1,0.05,0.04,0,,3.75016351
